"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Guatemala","GTM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","18.1","16.4","15.8","15.8","15.8","15.8","15.7","15.9","15.7","15.8","15.8","16.4","16.6","16.5","16.1","15.8","","",
"Guam","GUM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","7.9","8.1","8.5","9","9.4","10","10.6","11.2","11.4","11.2","10.5","9.5","8.7","8.1","7.8","7.5","","",
"High income","HIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8292664275898","2.84340867054189","2.87305306095926","2.89570926112996","2.89984031740885","2.88244812531108","2.86611190531447","2.85594377159846","2.85109510907863","2.8419094521639","2.81749048682766","2.78848843034975","2.74849145356045","2.72304987595609","2.70524699825473","2.69989534130665","2.69994582976468","","",
"Hong Kong SAR, China","HKG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Honduras","HND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6","18.5","17.8","17.5","17.3","17","16.3","15.7","15.3","15.2","15.2","15.2","15.3","15.4","15.6","15.5","15.3","","",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3782080678104","34.4449860367345","33.4954836431619","32.4115690622747","31.2513934837699","30.0977268956807","29.132173527503","28.297577088039","27.4987698503011","26.6862317983722","25.9520664178429","25.3434133113371","24.982953267347","24.787430488322","24.7395938454761","25.0436385414832","25.3666214896055","","",
"Croatia","HRV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","7.8","5.8","4.4","3.5","2.9","2.5","2.5","2.5","2.5","2.5","2.6","2.5","2.5","2.5","2.5","2.5","","",
"Haiti","HTI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.9","56","56.9","57.6","57.6","57.1","55.9","54.5","52.5","50.8","49.5","49.5","49.6","49.6","48.8","47.5","45.8","","",
"Hungary","HUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"IBRD only","IBD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8490506204383","14.9775555592947","15.208832182252","15.3712718718014","15.3133321005832","14.9156421466559","14.2102883479823","13.4195586971897","12.7433636506935","12.1908374668925","11.6945966744458","11.2781873703853","10.8874488655596","10.4490392105502","10.0055820891262","9.7271496149143","9.57840573905327","","",
"IDA & IBRD total","IBT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3264609994111","17.3316999600248","17.4496740066314","17.4211744482082","17.1764192892588","16.6357699793003","15.8995755128972","15.1395697326973","14.4991306557212","13.9672659252395","13.5031177932179","13.1209227174524","12.8647939089361","12.5352927447515","12.2385529523874","12.1101369602391","12.1195350798547","","",
"IDA total","IDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6679344616044","27.0381027992578","26.574422251741","25.6653074288854","24.5771930658119","23.3857125976006","22.4609706395214","21.7394272676047","21.1546468866681","20.6191136703618","20.1887583686481","19.845105654912","19.7892297829176","19.747178961137","19.85805337199","20.1367814314002","20.5696521645239","","",
"IDA blend","IDB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8328156610463","20.3522871746765","20.8269399924164","20.3061177595453","19.2354889715778","17.9302100739597","17.0213744745558","16.4553240654839","16.12689611745","15.8563068860421","15.6243192251545","15.4660133805554","15.3098099437001","15.4048765860609","15.7226324149319","16.2241208140157","17.1289514429604","","",
"Indonesia","IDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","18.2","18.4","18.4","18.4","18.5","18.3","17.8","16.9","14.8","12.4","10.1","8.5","7.6","6.9","7.3","7.7","","",
"IDA only","IDX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2604503572296","30.9499862665403","29.9311860477378","28.7901385848617","27.6881919955544","26.5614263676985","25.6282172395375","24.8191208396927","24.0892404259923","23.4035991320899","22.8634379124832","22.4166055356603","22.3079394958744","22.1915811122757","22.1886891231118","22.3443827244337","22.5130555550222","","",
"Isle of Man","IMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2","19.4","21","22.2","22.8","22.2","20.7","19.2","18.1","17.7","17.5","17.4","17.2","16.7","16","15.3","14.8","","",
"Not classified","INX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Iran, Islamic Rep.","IRN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","5.4","5.7","5.8","5.9","6.1","6.4","6.5","6.4","6.1","5.8","5.7","5.6","5.4","5.2","5.1","4.9","","",
"Iraq","IRQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3","26.9","26.6","27.1","27.4","28.2","29.3","30","29.7","28.5","27.3","26.7","26.8","27.4","27.7","27.8","27.7","","",
"Iceland","ISL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Israel","ISR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Italy","ITA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Jamaica","JAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","6.8","6.6","6.6","6.8","7","7.3","7.7","8.2","8.6","8.8","9","9.2","9.3","9.3","9","8.9","","",
"Jordan","JOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6","10.9","9","7.6","6.8","6.6","6.8","7.1","7.6","7.9","8.2","8.6","9.5","10.7","12","12.9","13.5","","",
"Japan","JPN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kazakhstan","KAZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.7","5.7","5.9","6.1","5.9","5.2","4.3","3.8","3.4","3.1","2.7","2.5","2.5","2.5","2.5","2.5","","",
"Kenya","KEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3","31.8","33.2","33","31.3","28.2","26.4","25.6","25.4","24.5","23.5","22.5","21.6","20.8","20.8","22.5","24.2","","",
"Kyrgyz Republic","KGZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","15.8","14.4","12","10.3","9.7","10.1","10.2","9.8","9","8.3","7.8","7.3","6.9","6.6","6.5","6.5","","",
"Cambodia","KHM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.3","26","23.3","21.8","20.8","20","19.2","18.8","18.7","18.8","18.8","18.7","18.8","18.8","18.8","18.7","18.5","","",
"Kiribati","KIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.3","4.5","4.6","4.7","4.6","4.6","4.6","4.4","4.1","3.7","3.3","3.1","3.2","3.3","3.2","3.1","","",
"St. Kitts and Nevis","KNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kuwait","KWT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7804244266321","12.0693805882824","11.4158495505266","10.8193156175264","10.1923565103461","9.43796853740658","8.70347486972105","8.02927857952863","7.59652071601511","7.3564926444085","7.16998771300073","7.00399281235765","6.8886600287119","6.77142903934251","6.67284680913641","6.56992304180825","6.49644519632627","","",
"Lao PDR","LAO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7","36","33.9","31.4","29.1","27","25.9","24.7","23.9","22.3","21.1","19.6","18.7","17.7","17.2","16.7","16.6","","",
"Lebanon","LBN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.9","3.3","3.4","3.4","3.4","3.5","3.8","4.5","5.9","7.6","9.3","10.5","10.9","10.9","","",
"Liberia","LBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4","39.8","40.6","40.7","40","39.4","39","38.2","37.3","36.5","36.5","36.7","37.2","37.6","38","38.4","38.8","","",
"Libya","LBY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9070870631541","11.3054432117313","10.7674387248444","10.2661067654038","9.70724978912887","8.99692433495581","8.30953485083889","7.68175448275143","7.28244832174742","7.061459318689","6.87863171861794","6.70867029137719","6.5769276133112","6.44978507028741","6.3479337263248","6.26203516685703","6.20994483927287","","",
"Least developed countries: UN classification","LDC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.6593608380356","33.2678730625778","32.1625786599421","30.9146582514916","29.7234379188333","28.5041605247256","27.4785459616828","26.5632880441995","25.7210157007153","24.9320729040267","24.3172490702854","23.79026026683","23.5176685837481","23.2603311811073","23.1407509668076","23.2478672628","23.4162548410884","","",
"Low income","LIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6650088823023","35.8833123413369","34.9566990737728","33.8668448552983","32.6937981968437","31.5976575080929","30.7301078775014","29.9687891174487","29.2339375523503","28.4244730804132","27.710240513596","27.1318918317444","26.873549362184","26.9577032817002","27.2381863215208","27.7737622983499","28.1620396114969","","",
"Liechtenstein","LIE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","18.5","18.9","18.9","18.6","18.2","17.4","16.5","15.4","14.5","13.8","13.1","12.3","11.6","11","10.8","10.9","","",
"Lower middle income","LMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.146781333415","19.471496733629","20.0597944820934","20.3014254959107","20.2178277753712","19.5455924391005","18.4788262675438","17.4442159396467","16.6163652849592","16.0633377637703","15.6328340328858","15.2770305527695","15.0673644627616","14.646104462624","14.1964541023839","13.9043237336688","13.8355074275173","","",
"Low & middle income","LMY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6629329897384","17.6613935166897","17.768283517204","17.7310681497762","17.4802968093764","16.9413396486389","16.2056926915135","15.4458316099328","14.8033233533425","14.2664285803943","13.7970909094715","13.4097888390008","13.1492680836013","12.816337876111","12.5178378602767","12.3873129801613","12.3959983928311","","",
"Lesotho","LSO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6","13","12.6","12.3","11.9","11.7","11.7","12","12.3","12.5","12.7","13.1","13.3","13.3","13.1","12.9","12.8","","",
"Late-demographic dividend","LTE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2804621910231","13.9458350156628","13.5203805281838","13.1846262119872","12.7977292949208","12.4500926920865","12.0374670468571","11.4738864713889","10.9352812391438","10.3765066865039","9.82303876052163","9.32569955378673","8.83636685312673","8.3487323246031","7.93560302001324","7.70683411572959","7.61807903545738","","",
"Lithuania","LTU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Luxembourg","LUX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Latvia","LVA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","4.5","3.6","2.9","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Macao SAR, China","MAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","21.9","20.2","18.1","16","14.6","14","13.8","14","14","13.7","13.2","12.6","12.2","11.9","11.6","11.4","","",
"St. Martin (French part)","MAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","6.7","6.4","6","5.7","5.7","5.6","5.5","5.5","5.4","5.2","4.9","4.6","4.2","4","3.9","3.9","","",
"Monaco","MCO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4","35.5","37","37.5","36.9","35","33.5","32.4","32.2","31.9","31.8","32","33.3","35.5","38.4","41.1","43.1","","",
"Maldives","MDV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14.6","15.5","16.6","17.6","18.2","18.1","17","15.2","13.2","11.7","11","11","11.1","11.2","11","11","","",
"Middle East & North Africa","MEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4667018214632","9.41027681381216","9.47069557035645","9.54717055881374","9.60950097164722","9.6416768245161","9.60156883796902","9.49278741716467","9.33574667553011","9.02646001780311","8.71277211565804","8.49255728237884","8.40964333660748","8.52489234485913","8.71009337252583","8.96006558713713","9.13402767295046","","",
"Mexico","MEX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.4","4.8","5.5","5.8","5.5","5","4.7","4.7","4.7","4.6","4.6","4.6","4.4","4.2","4","3.8","","",
"Marshall Islands","MHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0955990460388","16.136582525861","16.3083999257924","16.3398241253354","16.1487132290793","15.6393162814956","14.8984267445003","14.1193598637152","13.4659094322578","12.9350194800361","12.4693518899702","12.0807540843544","11.80941881706","11.4152519391498","11.0377955578923","10.8175063870613","10.7639875956752","","",
"North Macedonia","MKD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","8.8","8.4","7.7","6.7","6.1","5.3","4.5","4.1","4.1","4.4","4.6","4.6","4.5","4.4","4.2","4.1","","",
"Mali","MLI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","14","13.5","12.9","12.2","11.1","9.8","8.6","7.7","7.2","6.9","6.7","6.4","6.1","5.9","5.9","6","","",
"Malta","MLT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Myanmar","MMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3","44.9","41.3","38.2","35.3","32","28.5","24.9","21.6","19","16.9","15.3","13.9","12.6","11.5","10.8","10.5","","",
"Middle East & North Africa (excluding high income)","MNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0410494525821","9.9628054318563","9.98648310395531","10.0288557042225","10.078437637289","10.11982996131","10.1000192087011","9.98663399501393","9.82113556039779","9.49364719146706","9.19957028454306","9.01586781206172","9.00497223635712","9.17933104123589","9.42533238718589","9.73106740737244","9.95247178231113","","",
"Montenegro","MNE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Mongolia","MNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.1","33.4","32.7","32.5","32.2","31","29.1","26.6","24.2","22.2","20.8","19.5","18.6","18.1","18.2","18.5","18.7","","",
"Northern Mariana Islands","MNP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3","40.2","39.2","38.2","37.5","37","35.9","35","33.4","31.9","30","28.9","28.6","29.1","29.8","30.4","30.5","","",
"Mauritania","MRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","11.4","11.4","11.5","12.1","12.1","11.5","10.2","9.3","8.7","8.2","7.8","7.2","7.1","7.2","9.4","11.3","","",
"Mauritius","MUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.3","6","5.7","5.5","5.2","5.2","5","4.9","4.7","4.8","5.1","5.4","5.5","5.5","5.6","5.8","","",
"Malawi","MWI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.1","26.4","27","27.4","27.3","26.1","24.5","23.2","22.3","22","21.8","21.7","21.7","22.1","23.2","24.5","26.3","","",
"Malaysia","MYS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","3.2","3.5","3.7","3.8","3.9","4.1","4.2","4.2","4","3.7","3.5","3.4","3.2","3","2.9","2.9","","",
"North America","NAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Namibia","NAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2","24.4","24.3","24.3","24.5","25.1","26.7","29.5","33.3","36.4","37.4","36.1","33.5","30.5","28","26.1","25.4","","",
"New Caledonia","NCL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","7.5","7.6","7.8","8","8.2","8.2","8.2","8.1","8","7.7","7.5","7.3","7.6","8.3","9.8","11.6","","",
"Niger","NER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6","19.7","18.5","17.1","15.9","15.1","14.4","13.5","12.4","11.7","11.3","10.9","10.6","10.3","10.2","12.3","14.4","","",
"Nigeria","NGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","9","9","8.3","7.4","6.5","6.1","6","6","6.1","6.2","6.5","6.7","7.1","7.8","9","11.5","","",
"Nicaragua","NIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6","29.3","27.4","26.2","25.4","24.4","23.4","22.6","22.1","21.6","20.9","20","19","17.8","17","16.4","16.2","","",
"Netherlands","NLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Norway","NOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
